tourist_id,nationality,age,gender,travel_purpose,arrival_date,departure_date,duration_days,season,group_size,travel_with,previous_visits_to_nepal,hotel_id,accommodation_type,accommodation_city,cities_visited,num_attractions_visited,primary_transport,uses_tour_guide,daily_budget_usd,accommodation_cost_npr,food_cost_npr,shopping_cost_npr,activities_cost_npr,transport_cost_npr,guide_cost_npr,total_spent_npr,information_source,main_interest,satisfaction_score,would_recommend
89,Thai,41,Male,Cultural Tourism,2024-12-28 03:50:54.435982,2025-01-02 03:50:54.435982,5,Winter,5,Family,1,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",14,Rental Bike,True,15,26470,7450,2253,7000,2500,5728,51401,Guidebooks,Architecture,6.0,False
90,Israeli,46,Male,Cultural Tourism,2025-02-19 03:50:54.435982,2025-03-01 03:50:54.435982,10,Winter,1,Solo,0,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",16,Private Car,False,23,87860,14420,4085,8000,20000,0,134365,Friends/Family,Heritage Sites,7.4,True
91,Indian,39,Male,Business,2025-06-21 03:50:54.435982,2025-06-24 03:50:54.435982,3,Monsoon,2,Friend,0,1,Guesthouse,Kathmandu,"Kathmandu,Bhaktapur",6,Rental Bike,False,6,2541,2187,741,3000,1500,0,9969,Other,Food,5.6,False
92,Indian,43,Female,Backpacking,2025-01-07 03:50:54.435982,2025-01-12 03:50:54.435982,5,Winter,4,Family,0,54,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",8,Taxi,False,10,4480,2315,797,4000,4000,0,15592,Other,Heritage Sites,7.3,True
93,Indian,42,Male,Pilgrimage,2025-07-26 03:50:54.435982,2025-07-31 03:50:54.435982,5,Monsoon,4,Family,1,10,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Rental Bike,False,10,3750,2795,2118,3500,2500,0,14663,Travel Agency,Religious Sites,6.9,False
94,French,49,Female,Cultural Tourism,2025-01-08 03:50:54.435982,2025-01-18 03:50:54.435982,10,Winter,1,Solo,0,37,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",12,Public Bus,False,19,46640,11400,1184,6000,1000,0,66224,Friends/Family,Architecture,8.2,True
95,American,35,Female,Backpacking,2025-05-27 03:50:54.435982,2025-06-04 03:50:54.435982,8,Spring,2,Partner/Spouse,0,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",10,Taxi,True,27,70288,20880,2395,5000,6400,8136,113099,Travel Agency,Shopping,7.6,True
96,Indian,64,Male,Pilgrimage,2024-12-08 03:50:54.435982,2024-12-13 03:50:54.435982,5,Winter,2,Friend,0,54,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",5,Public Bus,True,10,4480,1555,1723,2500,500,6782,17540,Social Media,Spiritual Experience,6.6,False
97,Australian,60,Male,Adventure/Trekking,2025-04-17 03:50:54.435982,2025-04-29 03:50:54.435982,12,Spring,1,Solo,3,50,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Rental Bike,False,38,44736,35808,3786,3500,6000,0,93830,Friends/Family,Trekking,8.9,True
98,French,60,Female,Cultural Tourism,2025-05-28 03:50:54.435982,2025-06-07 03:50:54.435982,10,Spring,1,Solo,0,52,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",18,Taxi,False,24,128060,23810,5708,9000,8000,0,174578,Social Media,Heritage Sites,6.6,False
99,Indian,44,Female,Business,2025-05-11 03:50:54.435982,2025-05-17 03:50:54.435982,6,Spring,4,Family,0,20,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Taxi,False,16,12372,3600,2476,4000,4800,0,27248,Guidebooks,Heritage Sites,7.9,True
100,Japanese,68,Male,Cultural Tourism,2025-07-16 03:50:54.435982,2025-07-23 03:50:54.435982,7,Monsoon,1,Solo,0,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Walking,False,41,61502,13797,5033,4500,350,0,85182,Social Media,Architecture,5.7,False
101,Indian,63,Male,Cultural Tourism,2025-09-16 03:50:54.435982,2025-09-19 03:50:54.435982,3,Autumn,4,Friends,0,1,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Taxi,True,13,2541,3198,893,4500,2400,2143,15675,Friends/Family,Local Culture,8.2,True
102,Indian,55,Female,Cultural Tourism,2025-03-13 03:50:54.435982,2025-03-18 03:50:54.435982,5,Spring,2,Friend,0,55,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",14,Public Bus,False,17,3820,7480,2716,7000,500,0,21516,Guidebooks,Local Culture,8.1,True
103,Chinese,24,Female,Backpacking,2025-09-16 03:50:54.435982,2025-09-24 03:50:54.435982,8,Autumn,2,Partner/Spouse,0,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",5,Taxi,True,24,42352,19672,2381,2500,6400,12420,85725,Social Media,Food,8.7,True
104,American,19,Male,Adventure/Trekking,2025-10-28 03:50:54.435982,2025-11-04 03:50:54.435982,7,Autumn,2,Partner/Spouse,0,19,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Public Bus,False,22,7973,7903,2374,2500,700,0,21450,Travel Blogs,Nature,7.5,True
105,Indian,49,Female,Cultural Tourism,2025-01-31 03:50:54.435982,2025-02-03 03:50:54.435982,3,Winter,4,Tour Group,0,35,Homestay,Patan,"Kathmandu,Patan,Bhaktapur",9,Taxi,True,6,1515,1686,295,4500,2400,2192,12588,Travel Agency,Heritage Sites,7.0,False
106,Indian,29,Female,Backpacking,2025-10-16 03:50:54.435982,2025-10-20 03:50:54.435982,4,Autumn,5,Family,2,41,Homestay,Patan,"Kathmandu,Bhaktapur",10,Private Car,True,11,2412,2308,1591,5000,8000,9232,28543,Social Media,Food,8.6,True
107,Bangladeshi,23,Male,Pilgrimage,2024-12-08 03:50:54.435982,2024-12-11 03:50:54.435982,3,Winter,4,Friends,0,49,Budget Hostel,Bhaktapur,"Kathmandu,Patan",9,Private Car,False,6,1242,1347,339,4500,6000,0,13428,Social Media,Religious Sites,7.0,False
108,Chinese,24,Male,Cultural Tourism,2025-03-11 03:50:54.435982,2025-03-17 03:50:54.435982,6,Spring,2,Friend,0,27,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Taxi,False,11,13704,7686,1842,5000,4800,0,33032,Social Media,Architecture,6.8,False
109,Australian,63,Male,Cultural Tourism,2025-06-09 03:50:54.435982,2025-06-18 03:50:54.435982,9,Monsoon,1,Solo,0,44,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Walking,False,25,18135,12303,3001,4500,450,0,38389,Travel Agency,Local Culture,7.7,True
110,Australian,37,Female,Luxury Travel,2025-04-28 03:50:54.435982,2025-05-06 03:50:54.435982,8,Spring,1,Solo,1,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",11,Private Car,True,23,31560,22824,5894,5500,16000,19660,101438,Guidebooks,Local Culture,7.8,True
111,American,42,Male,Backpacking,2025-11-05 03:50:54.435982,2025-11-13 03:50:54.435982,8,Autumn,2,Friend,1,52,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Rental Bike,False,33,102448,19424,6447,2000,4000,0,134319,Friends/Family,Food,8.2,True
112,American,36,Male,Adventure/Trekking,2025-11-13 03:50:54.435982,2025-11-25 03:50:54.435982,12,Autumn,2,Friend,0,56,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Private Car,False,26,37716,19452,8007,3500,24000,0,92675,Travel Blogs,Nature,7.0,False
113,Spanish,61,Male,Backpacking,2025-04-16 03:50:54.435982,2025-04-23 03:50:54.435982,7,Spring,2,Friend,0,59,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",11,Taxi,True,15,15750,10171,3732,5500,5600,7431,48184,Travel Agency,Food,5.6,False
114,Thai,23,Female,Cultural Tourism,2025-03-22 03:50:54.435982,2025-03-27 03:50:54.435982,5,Spring,5,Family,0,60,Budget Hostel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",14,Taxi,True,9,2365,2560,257,7000,4000,9952,26134,Friends/Family,Heritage Sites,7.7,True
115,German,63,Male,Cultural Tourism,2025-10-31 03:50:54.435982,2025-11-12 03:50:54.435982,12,Autumn,2,Partner/Spouse,1,32,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",19,Private Car,False,32,56580,20208,11221,9500,24000,0,121509,Guidebooks,Architecture,7.3,True
116,Bangladeshi,22,Male,Cultural Tourism,2025-04-14 03:50:54.435982,2025-04-17 03:50:54.435982,3,Spring,2,Friend,0,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Walking,False,11,5961,2475,614,4500,150,0,13700,Guidebooks,Heritage Sites,8.6,True
117,Chinese,58,Female,Cultural Tourism,2025-04-14 03:50:54.435982,2025-04-21 03:50:54.435982,7,Spring,3,Family,0,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",18,Public Bus,True,16,20083,8995,4656,9000,700,8754,52188,Social Media,Architecture,9.4,True
118,Korean,64,Male,Adventure/Trekking,2025-06-26 03:50:54.435982,2025-07-04 03:50:54.435982,8,Monsoon,4,Family,0,12,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Public Bus,False,19,8880,8848,545,3000,800,0,22073,Travel Blogs,Adventure Sports,6.0,False
119,Israeli,27,Male,Cultural Tourism,2025-02-22 03:50:54.435982,2025-03-02 03:50:54.435982,8,Winter,1,Solo,1,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",10,Taxi,True,19,22952,6336,6380,5000,6400,9104,56172,Social Media,Heritage Sites,6.2,False
120,Chinese,69,Male,Adventure/Trekking,2025-02-17 03:50:54.435982,2025-02-24 03:50:54.435982,7,Winter,6,Family,0,37,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",5,Rental Bike,False,20,32648,7896,4893,2500,3500,0,51437,Travel Blogs,Trekking,5.1,False
121,Korean,41,Male,Cultural Tourism,2025-02-06 03:50:54.435982,2025-02-12 03:50:54.435982,6,Winter,4,Friends,0,45,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",13,Taxi,True,14,5844,8490,403,6500,4800,6201,32238,Other,Local Culture,6.9,False
122,Indian,29,Male,Pilgrimage,2025-03-24 03:50:54.435982,2025-03-28 03:50:54.435982,4,Spring,4,Friends,0,1,Guesthouse,Kathmandu,"Kathmandu,Patan",9,Public Bus,False,9,3388,1900,656,4500,400,0,10844,Social Media,Religious Sites,7.9,True
123,Chinese,36,Male,Adventure/Trekking,2025-08-26 03:50:54.435982,2025-08-31 03:50:54.435982,5,Monsoon,4,Family,0,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Taxi,False,25,8485,11650,2486,2000,4000,0,28621,Travel Agency,Trekking,7.8,True
124,Indian,22,Male,Pilgrimage,2025-03-18 03:50:54.435982,2025-03-21 03:50:54.435982,3,Spring,5,Family,0,28,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Public Bus,True,12,17418,3231,478,4500,300,3614,29541,Travel Agency,Religious Sites,10.0,True
125,Indian,55,Male,Pilgrimage,2025-10-03 03:50:54.435982,2025-10-07 03:50:54.435982,4,Autumn,3,Family,1,27,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan",6,Public Bus,False,18,9136,2840,337,3000,400,0,15713,Friends/Family,Spiritual Experience,10.0,True
126,Indian,68,Male,Pilgrimage,2025-01-30 03:50:54.435982,2025-02-05 03:50:54.435982,6,Winter,2,Partner/Spouse,0,43,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",11,Taxi,True,6,4332,2226,1284,5500,4800,6366,24508,Social Media,Religious Sites,8.3,True
127,Israeli,33,Male,Backpacking,2025-02-20 03:50:54.435982,2025-02-27 03:50:54.435982,7,Winter,2,Partner/Spouse,0,45,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",9,Private Car,True,9,6818,4088,501,4500,14000,14799,44706,Travel Blogs,Food,7.8,True
128,German,31,Female,Volunteer Work,2025-02-20 03:50:54.435982,2025-02-28 03:50:54.435982,8,Winter,1,Solo,0,19,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Public Bus,True,21,9112,5160,1354,2000,800,11836,30262,Guidebooks,Heritage Sites,7.1,True
129,Indian,27,Female,Cultural Tourism,2025-01-20 03:50:54.435982,2025-01-26 03:50:54.435982,6,Winter,5,Family,3,29,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",17,Public Bus,False,9,2010,4524,2362,8500,600,0,17996,Social Media,Architecture,7.8,True
130,Indian,21,Female,Pilgrimage,2024-11-23 03:50:54.435982,2024-11-29 03:50:54.435982,6,Autumn,5,Friends,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Public Bus,False,18,37098,4650,237,4500,600,0,47085,Social Media,Religious Sites,7.3,True
131,Korean,68,Male,Cultural Tourism,2025-04-11 03:50:54.435982,2025-04-16 03:50:54.435982,5,Spring,3,Tour Group,2,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",15,Walking,False,19,8485,4270,1555,7500,250,0,22060,Travel Agency,Heritage Sites,8.6,True
132,Indian,48,Male,Cultural Tourism,2024-12-22 03:50:54.435982,2024-12-28 03:50:54.435982,6,Winter,2,Partner/Spouse,0,14,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Public Bus,False,7,4392,3792,1645,4500,600,0,14929,Other,Architecture,6.0,False
133,Chinese,54,Male,Cultural Tourism,2025-10-01 03:50:54.435982,2025-10-08 03:50:54.435982,7,Autumn,6,Friends,0,31,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,False,24,50022,13167,2460,5000,3500,0,74149,Guidebooks,Local Culture,7.2,True
134,Indian,25,Male,Pilgrimage,2025-04-04 03:50:54.435982,2025-04-07 03:50:54.435982,3,Spring,2,Partner/Spouse,0,24,Boutique Hotel,Kathmandu,"Kathmandu,Bhaktapur",9,Taxi,False,11,12417,2109,945,4500,2400,0,22371,Social Media,Religious Sites,9.4,True
135,Indian,19,Female,Adventure/Trekking,2025-07-10 03:50:54.435982,2025-07-15 03:50:54.435982,5,Monsoon,3,Tour Group,1,17,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Public Bus,True,7,2465,2145,1316,3000,500,9982,19408,Friends/Family,Nature,6.9,False
136,Indian,48,Male,Cultural Tourism,2025-05-01 03:50:54.435982,2025-05-07 03:50:54.435982,6,Spring,3,Tour Group,0,40,Budget Hostel,Patan,"Kathmandu,Patan,Bhaktapur",17,Public Bus,True,8,4566,2058,355,8500,600,9120,25199,Other,Architecture,6.2,False
137,Korean,63,Female,Luxury Travel,2025-03-01 03:50:54.435982,2025-03-06 03:50:54.435982,5,Spring,2,Friend,0,18,Luxury Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Rental Bike,False,26,52465,10090,4868,3000,2500,0,72923,Social Media,Local Culture,6.6,False
138,Chinese,64,Male,Business,2025-06-26 03:50:54.435982,2025-07-05 03:50:54.435982,9,Monsoon,7,Friends,1,13,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,False,21,31941,7065,2445,5000,4500,0,50951,Travel Blogs,Local Culture,7.1,True
139,British,63,Male,Luxury Travel,2024-12-09 03:50:54.435982,2024-12-16 03:50:54.435982,7,Winter,1,Solo,0,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",8,Public Bus,False,24,20083,10206,2003,4000,700,0,36992,Friends/Family,Shopping,8.0,True
140,American,31,Female,Backpacking,2025-10-03 03:50:54.435982,2025-10-15 03:50:54.435982,12,Autumn,1,Solo,0,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Rental Bike,True,42,33084,19944,18033,3000,6000,12498,92559,Travel Blogs,Local Culture,5.8,False
141,Indian,43,Female,Cultural Tourism,2025-04-10 03:50:54.435982,2025-04-16 03:50:54.435982,6,Spring,3,Family,0,33,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",8,Private Car,False,12,18570,4950,1541,4000,12000,0,41061,Travel Agency,Heritage Sites,6.5,False
142,British,47,Female,Cultural Tourism,2025-10-14 03:50:54.435982,2025-10-26 03:50:54.435982,12,Autumn,1,Solo,0,33,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Private Car,False,31,37140,34452,8809,4500,24000,0,108901,Travel Blogs,Heritage Sites,7.9,True
143,Indian,51,Male,Cultural Tourism,2025-09-11 03:50:54.435982,2025-09-16 03:50:54.435982,5,Autumn,4,Family,2,47,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",15,Taxi,True,14,36900,3590,334,7500,4000,7278,59602,Friends/Family,Local Culture,7.4,True
144,Indian,27,Male,Luxury Travel,2025-08-07 03:50:54.435982,2025-08-12 03:50:54.435982,5,Monsoon,2,Partner/Spouse,1,20,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Walking,True,13,10310,6765,1304,4000,250,5402,28031,Social Media,Shopping,5.8,False
145,Australian,56,Male,Adventure/Trekking,2025-06-29 03:50:54.435982,2025-07-12 03:50:54.435982,13,Monsoon,2,Friend,0,27,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Taxi,False,18,29692,18499,3431,3500,10400,0,65522,Friends/Family,Nature,7.0,True
146,Thai,21,Female,Volunteer Work,2025-07-05 03:50:54.435982,2025-07-10 03:50:54.435982,5,Monsoon,2,Friend,0,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",10,Taxi,False,19,26470,5105,1503,5000,4000,0,42078,Travel Blogs,Local Culture,6.9,False
147,French,69,Female,Adventure/Trekking,2025-07-18 03:50:54.435982,2025-07-25 03:50:54.435982,7,Monsoon,2,Friend,3,25,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Public Bus,False,26,23212,9863,3727,1500,700,0,39002,Guidebooks,Trekking,7.3,True
148,Japanese,37,Female,Business,2025-01-07 03:50:54.435982,2025-01-13 03:50:54.435982,6,Winter,3,Tour Group,1,37,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",7,Private Car,True,38,27984,7464,3179,3500,12000,13086,67213,Travel Blogs,Shopping,5.6,False
149,French,58,Female,Cultural Tourism,2025-06-14 03:50:54.435982,2025-06-25 03:50:54.435982,11,Monsoon,1,Solo,0,2,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Taxi,False,18,62425,9108,4439,7000,8800,0,91772,Travel Blogs,Heritage Sites,7.1,True
150,Japanese,56,Female,Adventure/Trekking,2024-12-21 03:50:54.435982,2024-12-27 03:50:54.435982,6,Winter,3,Friends,0,24,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Public Bus,True,34,24834,14100,3845,1500,600,6273,51152,Travel Agency,Trekking,7.7,True
151,Indian,35,Male,Cultural Tourism,2025-02-23 03:50:54.435982,2025-02-28 03:50:54.435982,5,Winter,2,Partner/Spouse,0,42,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",15,Rental Bike,False,11,16285,5785,2160,7500,2500,0,34230,Guidebooks,Local Culture,7.0,False
152,American,31,Male,Adventure/Trekking,2025-05-18 03:50:54.435982,2025-05-29 03:50:54.435982,11,Spring,1,Solo,0,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Rental Bike,False,42,18667,21758,3241,3000,5500,0,52166,Friends/Family,Adventure Sports,9.9,True
153,French,35,Female,Pilgrimage,2025-08-02 03:50:54.435982,2025-08-09 03:50:54.435982,7,Monsoon,2,Partner/Spouse,0,25,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Private Car,True,12,23212,5236,87,4000,14000,13329,59864,Guidebooks,Religious Sites,6.0,False
154,Indian,48,Female,Cultural Tourism,2024-12-18 03:50:54.435982,2024-12-24 03:50:54.435982,6,Winter,2,Partner/Spouse,0,31,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",11,Public Bus,False,15,42876,6936,3523,5500,600,0,59435,Social Media,Architecture,7.7,True
155,American,36,Female,Cultural Tourism,2024-12-29 03:50:54.435982,2025-01-11 03:50:54.435982,13,Winter,2,Partner/Spouse,0,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Walking,False,31,22061,20696,4795,4000,650,0,52202,Other,Architecture,8.0,True
156,Thai,51,Female,Pilgrimage,2025-05-29 03:50:54.435982,2025-06-02 03:50:54.435982,4,Spring,2,Partner/Spouse,1,26,Budget Hostel,Kathmandu,"Kathmandu,Bhaktapur",11,Taxi,False,7,2348,2376,276,5500,3200,0,13700,Guidebooks,Religious Sites,6.7,False
157,Dutch,63,Female,Cultural Tourism,2025-01-26 03:50:54.435982,2025-02-07 03:50:54.435982,12,Winter,2,Friend,3,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",12,Public Bus,False,31,105432,18660,5173,6000,1200,0,136465,Friends/Family,Local Culture,8.5,True
158,Indian,19,Male,Pilgrimage,2025-07-25 03:50:54.435982,2025-07-29 03:50:54.435982,4,Monsoon,5,Family,0,54,Guesthouse,Bhaktapur,"Kathmandu,Patan",8,Taxi,True,17,3584,4496,728,4000,3200,8382,24390,Travel Blogs,Religious Sites,7.1,True
159,French,51,Female,Cultural Tourism,2025-05-09 03:50:54.435982,2025-05-17 03:50:54.435982,8,Spring,2,Partner/Spouse,0,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",10,Taxi,True,13,42352,11688,1299,5000,6400,10856,77595,Guidebooks,Architecture,8.5,True
160,Indian,37,Female,Adventure/Trekking,2025-02-06 03:50:54.435982,2025-02-09 03:50:54.435982,3,Winter,2,Friend,1,10,Budget Hostel,Kathmandu,"Kathmandu,Patan",3,Private Car,False,10,2250,1371,652,1500,6000,0,11773,Travel Blogs,Adventure Sports,8.4,True
161,American,20,Male,Adventure/Trekking,2025-05-18 03:50:54.435982,2025-05-30 03:50:54.435982,12,Spring,2,Partner/Spouse,0,25,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Taxi,False,19,39792,8412,8529,1500,9600,0,67833,Friends/Family,Adventure Sports,8.9,True
162,Australian,46,Male,Cultural Tourism,2024-12-12 03:50:54.435982,2024-12-24 03:50:54.435982,12,Winter,1,Solo,0,25,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",19,Walking,False,30,39792,35100,8593,9500,600,0,93585,Guidebooks,Heritage Sites,5.7,False
163,Korean,42,Male,Cultural Tourism,2025-11-12 03:50:54.435982,2025-11-18 03:50:54.435982,6,Autumn,3,Family,0,47,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",17,Private Car,False,12,44280,5538,2431,8500,12000,0,72749,Travel Agency,Heritage Sites,7.9,True
164,British,36,Male,Cultural Tourism,2025-08-15 03:50:54.435982,2025-08-24 03:50:54.435982,9,Monsoon,3,Family,0,33,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",12,Private Car,False,32,27855,20511,6475,6000,18000,0,78841,Travel Agency,Architecture,7.7,True
165,Japanese,57,Female,Cultural Tourism,2025-05-02 03:50:54.435982,2025-05-09 03:50:54.435982,7,Spring,2,Friend,0,31,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",19,Walking,True,32,50022,9219,481,9500,350,13911,83483,Friends/Family,Local Culture,5.7,False
166,American,45,Male,Luxury Travel,2025-06-08 03:50:54.435982,2025-06-17 03:50:54.435982,9,Monsoon,1,Solo,1,13,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Walking,False,22,31941,15642,2648,2500,450,0,53181,Guidebooks,Shopping,6.8,False
167,British,58,Male,Backpacking,2025-11-16 03:50:54.435982,2025-11-28 03:50:54.435982,12,Autumn,2,Partner/Spouse,0,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Taxi,False,15,33084,9684,6048,5500,9600,0,63916,Friends/Family,Shopping,7.8,True
168,Indian,42,Male,Cultural Tourism,2025-11-13 03:50:54.435982,2025-11-17 03:50:54.435982,4,Autumn,5,Family,2,57,Boutique Hotel,Bhaktapur,"Kathmandu,Patan",12,Public Bus,True,17,26544,3548,225,6000,400,9970,46687,Travel Blogs,Heritage Sites,7.1,True
169,Japanese,64,Female,Cultural Tourism,2025-11-14 03:50:54.435982,2025-11-20 03:50:54.435982,6,Autumn,1,Solo,0,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Walking,True,33,10182,14964,4512,6000,300,6738,42696,Travel Blogs,Heritage Sites,7.8,True
170,Indian,34,Female,Cultural Tourism,2024-12-19 03:50:54.435982,2024-12-22 03:50:54.435982,3,Winter,4,Family,0,54,Guesthouse,Bhaktapur,"Kathmandu,Patan",9,Public Bus,True,17,2688,3507,503,4500,300,4915,16413,Travel Agency,Heritage Sites,7.5,True
171,British,30,Male,Adventure/Trekking,2025-02-02 03:50:54.435982,2025-02-11 03:50:54.435982,9,Winter,2,Friend,4,57,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",3,Rental Bike,False,16,59724,5598,565,1500,4500,0,71887,Social Media,Trekking,6.0,False
172,Indian,21,Male,Cultural Tourism,2025-01-13 03:50:54.435982,2025-01-16 03:50:54.435982,3,Winter,2,Partner/Spouse,2,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Private Car,False,13,18549,3153,276,4500,6000,0,32478,Travel Blogs,Local Culture,6.6,False
173,German,58,Male,Adventure/Trekking,2025-01-22 03:50:54.435982,2025-02-02 03:50:54.435982,11,Winter,1,Solo,1,20,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Public Bus,True,26,22682,31284,9183,3000,1100,21475,88724,Social Media,Nature,7.3,True
174,Australian,40,Female,Cultural Tourism,2025-03-15 03:50:54.435982,2025-03-30 03:50:54.435982,15,Spring,1,Solo,1,59,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",17,Rental Bike,True,26,33750,40425,12017,8500,7500,16702,118894,Travel Blogs,Heritage Sites,8.2,True
175,French,24,Male,Cultural Tourism,2025-02-15 03:50:54.435982,2025-02-22 03:50:54.435982,7,Winter,1,Solo,0,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Taxi,False,23,11879,15638,2391,7000,5600,0,42508,Other,Local Culture,8.1,True
